label 	serial 	idx 	mark
0	0	0	0
0	1	1	0
0	2	2	0
0	3	3	0
0	4	4	0
0	5	5	0
0	6	6	0
0	7	7	0
0	8	8	0
0	9	9	0
0	10	10	0
0	11	11	0
0	12	12	0
0	13	13	0
0	14	14	0
0	15	15	0
0	16	16	0
0	17	17	0
0	18	18	0
0	19	19	0
0	20	20	0
0	21	21	0
0	22	22	0
0	23	23	0
0	24	24	0
0	25	25	0
0	26	26	0
0	27	27	0
0	28	28	0
0	29	29	0
0	30	30	0
0	31	31	0
0	32	32	0
0	33	33	0
0	34	34	0
0	35	35	0
0	36	36	0
0	37	37	0
0	38	38	0
0	39	39	0
0	40	40	0
0	41	41	0
0	42	42	0
0	43	43	0
0	44	44	0
0	45	45	0
0	46	46	0
0	47	47	0
0	48	48	0
0	49	49	0
0	50	50	0
0	51	51	0
0	52	52	0
0	53	53	0
0	54	54	0
0	55	55	0
0	56	56	0
0	57	57	0
0	58	58	0
0	59	59	0
0	60	60	0
0	61	61	0
0	62	62	0
0	63	63	0
0	64	64	0
0	65	65	0
0	66	66	0
0	67	67	0
0	68	68	0
0	69	69	0
0	70	70	0
0	71	71	0
0	72	72	0
0	73	73	0
0	74	74	0
0	75	75	0
0	76	76	0
0	77	77	0
0	78	78	0
0	79	79	0
0	80	80	0
0	81	81	0
0	82	82	0
0	83	83	0
0	84	84	0
0	85	85	0
0	86	86	0
0	87	87	0
0	88	88	0
0	89	89	0
0	90	90	0
0	91	91	0
0	92	92	0
0	93	93	0
0	94	94	0
0	95	95	0
0	96	96	0
0	97	97	0
0	98	98	0
0	99	99	0
0	100	100	0
0	101	101	0
0	102	102	0
0	103	103	0
0	104	104	0
0	105	105	0
0	106	106	0
0	107	107	0
0	108	108	0
0	109	109	0
0	110	110	0
0	111	111	0
0	112	112	0
0	113	113	0
0	114	114	0
0	115	115	0
0	116	116	0
0	117	117	0
0	118	118	0
0	119	119	0
0	120	120	0
0	121	121	0
0	122	122	0
0	123	123	0
0	124	124	0
0	125	125	0
0	126	126	0
0	127	127	0
0	128	128	0
0	129	129	0
0	130	130	0
0	131	131	0
0	132	132	0
0	133	133	0
0	134	134	0
0	135	135	0
0	136	136	0
0	137	137	0
0	138	138	0
0	139	139	0
0	140	140	0
0	141	141	0
0	142	142	0
0	143	143	0
0	144	144	0
0	145	145	0
0	146	146	0
0	147	147	0
0	148	148	0
0	149	149	0
0	150	150	0
0	151	151	0
0	152	152	0
0	153	153	0
0	154	154	0
0	155	155	0
0	156	156	0
0	157	157	0
0	158	158	0
0	159	159	0
0	160	160	0
0	161	161	0
0	162	162	0
0	163	163	0
0	164	164	0
0	165	165	0
0	166	166	0
0	167	167	0
0	168	168	0
0	169	169	0
0	170	170	0
0	171	171	0
0	172	172	0
0	173	173	0
0	174	174	0
0	175	175	0
0	176	176	0
0	177	177	0
0	178	178	0
0	179	179	0
0	180	180	0
0	181	181	0
0	182	182	0
0	183	183	0
0	184	184	0
0	185	185	0
0	186	186	0
0	187	187	0
0	188	188	0
0	189	189	0
0	190	190	0
0	191	191	0
0	192	192	0
0	193	193	0
0	194	194	0
0	195	195	0
0	196	196	0
0	197	197	0
0	198	198	0
0	199	199	0
0	200	200	0
0	201	201	0
0	202	202	0
0	203	203	0
0	204	204	0
0	205	205	0
0	206	206	0
0	207	207	0
0	208	208	0
0	209	209	0
0	210	210	0
0	211	211	0
0	212	212	0
0	213	213	0
0	214	214	0
0	215	215	0
0	216	216	0
0	217	217	0
0	218	218	0
0	219	219	0
0	220	220	0
0	221	221	0
0	222	222	0
0	223	223	0
0	224	224	0
0	225	225	0
0	226	226	0
0	227	227	0
0	228	228	0
0	229	229	0
0	230	230	0
0	231	231	0
0	232	232	0
0	233	233	0
0	234	234	0
0	235	235	0
0	236	236	0
0	237	237	0
0	238	238	0
0	239	239	0
0	240	240	0
0	241	241	0
0	242	242	0
0	243	243	0
0	244	244	0
0	245	245	0
0	246	246	0
0	247	247	0
0	248	248	0
0	249	249	0
0	250	250	0
0	251	251	0
0	252	252	0
0	253	253	0
0	254	254	0
0	255	255	0
0	256	256	0
0	257	257	0
0	258	258	0
0	259	259	0
0	260	260	0
0	261	261	0
0	262	262	0
0	263	263	0
0	264	264	0
0	265	265	0
0	266	266	0
0	267	267	0
0	268	268	0
0	269	269	0
0	270	270	0
0	271	271	0
0	272	272	0
0	273	273	0
0	274	274	0
0	275	275	0
0	276	276	0
0	277	277	0
0	278	278	0
0	279	279	0
0	280	280	0
0	281	281	0
0	282	282	0
0	283	283	0
0	284	284	0
0	285	285	0
0	286	286	0
0	287	287	0
0	288	288	0
0	289	289	0
0	290	290	0
0	291	291	0
0	292	292	0
0	293	293	0
0	294	294	0
0	295	295	0
0	296	296	0
0	297	297	0
0	298	298	0
0	299	299	0
0	300	300	0
0	301	301	0
0	302	302	0
0	303	303	0
0	304	304	0
0	305	305	0
0	306	306	0
0	307	307	0
0	308	308	0
0	309	309	0
0	310	310	0
0	311	311	0
0	312	312	0
0	313	313	0
0	314	314	0
0	315	315	0
0	316	316	0
0	317	317	0
0	318	318	0
0	319	319	0
0	320	320	0
0	321	321	0
0	322	322	0
0	323	323	0
0	324	324	0
0	325	325	0
0	326	326	0
0	327	327	0
0	328	328	0
0	329	329	0
0	330	330	0
0	331	331	0
0	332	332	0
0	333	333	0
0	334	334	0
0	335	335	0
0	336	336	0
0	337	337	0
0	338	338	0
0	339	339	0
0	340	340	0
0	341	341	0
0	342	342	0
0	343	343	0
0	344	344	0
0	345	345	0
0	346	346	0
0	347	347	0
0	348	348	0
0	349	349	0
0	350	350	0
0	351	351	0
0	352	352	0
0	353	353	0
0	354	354	0
0	355	355	0
0	356	356	0
0	357	357	0
0	358	358	0
0	359	359	0
0	360	360	0
0	361	361	0
0	362	362	0
0	363	363	0
0	364	364	0
0	365	365	0
0	366	366	0
0	367	367	0
0	368	368	0
0	369	369	0
0	370	370	0
0	371	371	0
0	372	372	0
0	373	373	0
0	374	374	0
0	375	375	0
0	376	376	0
0	377	377	0
0	378	378	0
0	379	379	0
0	380	380	0
0	381	381	0
0	382	382	0
0	383	383	0
0	384	384	0
0	385	385	0
0	386	386	0
0	387	387	0
0	388	388	0
0	389	389	0
0	390	390	0
0	391	391	0
0	392	392	0
0	393	393	0
0	394	394	0
0	395	395	0
0	396	396	0
0	397	397	0
0	398	398	0
0	399	399	0
0	400	400	0
0	401	401	0
0	402	402	0
0	403	403	0
0	404	404	0
0	405	405	0
0	406	406	0
0	407	407	0
0	408	408	0
0	409	409	0
0	410	410	0
0	411	411	0
0	412	412	0
0	413	413	0
0	414	414	0
0	415	415	0
0	416	416	0
0	417	417	0
0	418	418	0
0	419	419	0
0	420	420	0
0	421	421	0
0	422	422	0
0	423	423	0
0	424	424	0
0	425	425	0
0	426	426	0
0	427	427	0
0	428	428	0
0	429	429	0
0	430	430	0
0	431	431	0
0	432	432	0
0	433	433	0
0	434	434	0
0	435	435	0
0	436	436	0
0	437	437	0
0	438	438	0
0	439	439	0
0	440	440	0
0	441	441	0
0	442	442	0
0	443	443	0
0	444	444	0
0	445	445	0
0	446	446	0
0	448	0	0
0	449	1	0
0	450	2	0
0	451	3	0
0	452	4	0
0	453	5	0
0	454	6	0
0	455	7	0
0	456	8	0
0	457	9	0
0	458	10	0
0	459	11	0
0	460	12	0
0	461	13	0
0	462	14	0
0	463	15	0
0	464	16	0
0	465	17	0
0	466	18	0
0	467	19	0
0	468	20	0
0	469	21	0
0	470	22	0
0	471	23	0
0	472	24	0
0	473	25	0
0	474	26	0
0	475	27	0
0	476	28	0
0	477	29	0
0	478	30	0
0	479	31	0
0	480	32	0
0	481	33	0
0	482	34	0
0	483	35	0
0	484	36	0
0	485	37	0
0	486	38	0
0	487	39	0
0	488	40	0
0	489	41	0
0	490	42	0
0	491	43	0
0	492	44	0
0	493	45	0
0	494	46	0
0	495	47	0
0	496	48	0
0	497	49	0
0	498	50	0
0	499	51	0
0	500	52	0
0	501	53	0
0	502	54	0
0	503	55	0
0	504	56	0
0	505	57	0
0	506	58	0
0	507	59	0
0	508	60	0
0	509	61	0
0	510	62	0
0	511	63	0
0	512	64	0
0	513	65	0
0	514	66	0
0	515	67	0
0	516	68	0
0	517	69	0
0	518	70	0
0	519	71	0
0	520	72	0
0	521	73	0
0	522	74	0
0	523	75	0
0	524	76	0
0	525	77	0
0	526	78	0
0	527	79	0
0	528	80	0
0	529	81	0
0	530	82	0
0	531	83	0
0	532	84	0
0	533	85	0
0	534	86	0
0	535	87	0
0	536	88	0
0	537	89	0
0	538	90	0
0	539	91	0
0	540	92	0
0	541	93	0
0	542	94	0
0	543	95	0
0	544	96	0
0	545	97	0
0	546	98	0
0	547	99	0
0	548	100	0
0	549	101	0
0	550	102	0
0	551	103	0
0	552	104	0
0	553	105	0
0	554	106	0
0	555	107	0
0	556	108	0
0	557	109	0
0	558	110	0
0	559	111	0
0	560	112	0
0	561	113	0
0	562	114	0
0	563	115	0
0	564	116	0
0	565	117	0
0	566	118	0
0	567	119	0
0	568	120	0
0	569	121	0
0	570	122	0
0	571	123	0
0	572	124	0
0	573	125	0
0	574	126	0
0	575	127	0
0	576	128	0
0	577	129	0
0	578	130	0
0	579	131	0
0	580	132	0
0	581	133	0
0	582	134	0
0	583	135	0
0	584	136	0
0	585	137	0
0	586	138	0
0	587	139	0
0	588	140	0
0	589	141	0
0	590	142	0
0	591	143	0
0	592	144	0
0	593	145	0
0	594	146	0
0	595	147	0
0	596	148	0
0	597	149	0
0	598	150	0
0	599	151	0
0	600	152	0
0	601	153	0
0	602	154	0
0	603	155	0
0	604	156	0
0	605	157	0
0	606	158	0
0	607	159	0
0	608	160	0
0	609	161	0
0	610	162	0
0	611	163	0
0	612	164	0
0	613	165	0
0	614	166	0
0	615	167	0
0	616	168	0
0	617	169	0
0	618	170	0
0	619	171	0
0	620	172	0
0	621	173	0
0	622	174	0
0	623	175	0
0	624	176	0
0	625	177	0
0	626	178	0
0	627	179	0
0	628	180	0
0	629	181	0
0	630	182	0
0	631	183	0
0	632	184	0
0	633	185	0
0	634	186	0
0	635	187	0
0	636	188	0
0	637	189	0
0	638	190	0
0	639	191	0
0	640	192	0
0	641	193	0
0	642	194	0
0	643	195	0
0	644	196	0
0	645	197	0
0	646	198	0
0	647	199	0
0	648	200	0
0	649	201	0
0	650	202	0
0	651	203	0
0	652	204	0
0	653	205	0
0	654	206	0
0	655	207	0
0	656	208	0
0	657	209	0
0	658	210	0
0	659	211	0
0	660	212	0
0	661	213	0
0	662	214	0
0	663	215	0
0	664	216	0
0	665	217	0
0	666	218	0
0	667	219	0
0	668	220	0
0	669	221	0
0	670	222	0
0	671	223	0
0	672	224	0
0	673	225	0
0	674	226	0
0	675	227	0
0	676	228	0
0	677	229	0
0	678	230	0
0	679	231	0
0	680	232	0
0	681	233	0
0	682	234	0
0	683	235	0
0	684	236	0
0	685	237	0
0	686	238	0
0	687	239	0
0	688	240	0
0	689	241	0
0	690	242	0
0	691	243	0
0	692	244	0
0	693	245	0
0	694	246	0
0	695	247	0
0	696	248	0
0	697	249	0
0	698	250	0
0	699	251	0
0	700	252	0
0	701	253	0
0	702	254	0
0	703	255	0
0	704	256	0
0	705	257	0
0	706	258	0
0	707	259	0
0	708	260	0
0	709	261	0
0	710	262	0
0	711	263	0
0	712	264	0
0	713	265	0
0	714	266	0
0	715	267	0
0	716	268	0
0	717	269	0
0	718	270	0
0	719	271	0
0	720	272	0
0	721	273	0
0	722	274	0
0	723	275	0
0	724	276	0
0	725	277	0
0	726	278	0
0	727	279	0
0	728	280	0
0	729	281	0
0	730	282	0
0	731	283	0
0	732	284	0
0	733	285	0
0	734	286	0
0	735	287	0
0	736	288	0
0	737	289	0
0	738	290	0
0	739	291	0
0	740	292	0
0	741	293	0
0	742	294	0
0	743	295	0
0	744	296	0
0	745	297	0
0	746	298	0
0	747	299	0
0	748	300	0
0	749	301	0
0	750	302	0
0	751	303	0
0	752	304	0
0	753	305	0
0	754	306	0
0	755	307	0
0	756	308	0
0	757	309	0
0	758	310	0
0	759	311	0
0	760	312	0
0	761	313	0
0	762	314	0
0	763	315	0
0	764	316	0
0	765	317	0
0	766	318	0
0	767	319	0
0	768	320	0
0	769	321	0
0	770	322	0
0	771	323	0
0	772	324	0
0	773	325	0
0	774	326	0
0	775	327	0
0	776	328	0
0	777	329	0
0	778	330	0
0	779	331	0
0	780	332	0
0	781	333	0
0	782	334	0
0	783	335	0
0	784	336	0
0	785	337	0
0	786	338	0
0	787	339	0
0	788	340	0
0	789	341	0
0	790	342	0
0	791	343	0
0	792	344	0
0	793	345	0
0	794	346	0
0	795	347	0
0	796	348	0
0	797	349	0
0	798	350	0
0	799	351	0
0	800	352	0
0	801	353	0
0	802	354	0
0	803	355	0
0	804	356	0
0	805	357	0
0	806	358	0
0	807	359	0
0	808	360	0
0	809	361	0
0	810	362	0
0	811	363	0
0	812	364	0
0	813	365	0
0	814	366	0
0	815	367	0
0	816	368	0
0	817	369	0
0	818	370	0
0	819	371	0
0	820	372	0
0	821	373	0
0	822	374	0
0	823	375	0
0	824	376	0
0	825	377	0
0	826	378	0
0	827	379	0
0	828	380	0
0	829	381	0
0	830	382	0
0	831	383	0
0	832	384	0
0	833	385	0
0	834	386	0
0	835	387	0
0	836	388	0
0	837	389	0
0	838	390	0
0	839	391	0
0	840	392	0
0	841	393	0
0	842	394	0
0	843	395	0
